alpha,r,threshold,ssim_prob,ssim_binary
5.0,0.1,0.2,0.003542120296103701
5.0,0.1,0.3,0.003542120296103701
5.0,0.1,0.4,0.016133729792089723
5.0,0.1,0.5,0.038286951456923964
5.0,0.2,0.2,0.003669156585295654
5.0,0.2,0.3,0.02402369918219582
5.0,0.2,0.4,0.04326878561067553
5.0,0.2,0.5,0.04420471364538154
5.0,0.3,0.2,0.014915018540905696
5.0,0.3,0.3,0.04515027230744769
5.0,0.3,0.4,0.05002708112624278
5.0,0.3,0.5,0.04832224624140547
5.0,0.4,0.2,0.04112180293947924
5.0,0.4,0.3,0.05328811579673325
5.0,0.4,0.4,0.05419963741411599
5.0,0.4,0.5,0.04943627188272453
10.0,0.1,0.2,0.003437223800299045
10.0,0.1,0.3,0.01847734419331736
10.0,0.1,0.4,0.06779207213767628
10.0,0.1,0.5,0.06687486539214076
10.0,0.2,0.2,0.058623158774368224
10.0,0.2,0.3,0.07491786278323957
10.0,0.2,0.4,0.07503514599707274
10.0,0.2,0.5,0.07147036030323248
10.0,0.3,0.2,0.07939186144993458
10.0,0.3,0.3,0.08879553518486796
10.0,0.3,0.4,0.08916708927552186
10.0,0.3,0.5,0.0847892359313466
10.0,0.4,0.2,0.15723081206172748
10.0,0.4,0.3,0.16349585323057184
10.0,0.4,0.4,0.16257900893145447
10.0,0.4,0.5,0.1581986082742647
20.0,0.1,0.2,0.06438960273295727
20.0,0.1,0.3,0.11526752781691688
20.0,0.1,0.4,0.12137783170019202
20.0,0.1,0.5,0.1105439432779102
20.0,0.2,0.2,0.14253063100357252
20.0,0.2,0.3,0.15086563587782523
20.0,0.2,0.4,0.14955443284100578
20.0,0.2,0.5,0.1449337181890147
20.0,0.3,0.2,0.579011345421817
20.0,0.3,0.3,0.5878229152029412
20.0,0.3,0.4,0.5893632153275745
20.0,0.3,0.5,0.5868630822507703
20.0,0.4,0.2,0.8224850807852818
20.0,0.4,0.3,0.8296360166922855
20.0,0.4,0.4,0.8317230063619367
20.0,0.4,0.5,0.8313048398523124
