training_data_percent,symbolic_val_accuracy,raw_rgb_val_accuracy,average_epoch_time_symbolic,average_epcoh_time_raw
0.1,1.3552978472276167,6.117506047089894,11.6,10.2
0.5,2.733706506093343,6.307443881034851,25.4,12.0
0.75,3.532459926605225,5.499553887049357,32.8,32.4
1.0,4.447859191894532,6.5068235086358115,26.8,30.8
2.0,7.943333069483439,9.086767985270573,31.8,29.8
5.0,18.193346851750423,12.628871626324123,39.8,45.0
