training_data_percent,symbolic_val_accuracy,raw_rgb_val_accuracy,average_epoch_time_symbolic,average_epcoh_time_raw
0.1,15.2,12.0,1.418434466634478,5.034825325012207
0.5,30.2,23.0,2.825068981751152,6.068709592024486
0.75,30.6,28.6,3.6558840585791548,6.40922813188462
1.0,36.6,28.6,4.577184945344925,7.114360562077275
2.0,37.8,32.2,7.891208447908101,8.561158053080241
5.0,46.4,45.4,18.710702502727507,14.631387384732564
