training_data_percent,symbolic_val_accuracy,raw_rgb_val_accuracy,average_epoch_time_symbolic,average_epcoh_time_raw
0.1,10.0,11.8,2.0297393997510276,21.345272382100422
0.5,20.4,16.6,3.4017565354056982,22.8344233586238
0.75,32.8,28.4,4.313784670829773,5.887379182709588
1.0,30.8,32.0,4.428454946069157,7.431388807296753
2.0,35.8,37.4,7.9102240892557,8.053689153989156
5.0,42.8,41.0,18.361101593290055,14.277054536910285
