training_data_percent,symbolic_val_accuracy,raw_rgb_val_accuracy,average_epoch_time_symbolic,average_epcoh_time_raw
0.1,14.6,13.6,1.3270404934883118,4.817910420267205
0.5,24.0,27.4,2.7708264271418255,4.894911861419677
0.75,29.2,29.4,3.540119659333002,5.589206357796987
1.0,33.8,34.2,4.727651437123616,6.526750614768581
2.0,38.2,33.4,8.221949279308319,8.335604293005806
5.0,40.6,42.6,18.153297736094547,12.604654289427257
