training_data_percent,symbolic_val_accuracy,raw_rgb_val_accuracy,average_epoch_time_symbolic,average_epcoh_time_raw
0.1,4.333333333333333,5.0,0.6738957058299672,1.9628078504042192
0.5,4.333333333333333,4.666666666666667,1.1099483316594905,2.1493558287620544
0.75,7.333333333333333,12.666666666666666,1.3370522922939725,2.298274737138015
1.0,7.333333333333333,7.666666666666667,1.6654523491859436,2.8704301476478578
2.0,13.0,20.0,2.7516802393871806,3.096356062662034
5.0,18.666666666666668,15.0,5.855363527933757,4.298806392229521
