alpha,r,threshold,ssim_prob,ssim_binary
5.0,0.1,0.2,0.003624274269734627
5.0,0.1,0.3,0.003624274269734627
5.0,0.1,0.4,0.01222769497117361
5.0,0.1,0.5,0.03742675079635888
5.0,0.2,0.2,0.0036724344720653022
5.0,0.2,0.3,0.014225770539490505
5.0,0.2,0.4,0.050578208011293486
5.0,0.2,0.5,0.07624616144178369
5.0,0.3,0.2,0.013272397816868635
5.0,0.3,0.3,0.05913859875734578
5.0,0.3,0.4,0.0905068237557624
5.0,0.3,0.5,0.10325549386985745
5.0,0.4,0.2,0.05507904491662838
5.0,0.4,0.3,0.09877734768567586
5.0,0.4,0.4,0.1164290183048817
5.0,0.4,0.5,0.11937950085952573
10.0,0.1,0.2,0.0035692814859209017
10.0,0.1,0.3,0.022565064094763648
10.0,0.1,0.4,0.03305237871431485
10.0,0.1,0.5,0.054757164729382475
10.0,0.2,0.2,0.036762765854689225
10.0,0.2,0.3,0.07481340285028588
10.0,0.2,0.4,0.09714895726061895
10.0,0.2,0.5,0.10960301277159804
10.0,0.3,0.2,0.11619385909747344
10.0,0.3,0.3,0.14298048317449524
10.0,0.3,0.4,0.1561935800726633
10.0,0.3,0.5,0.16069802676210873
10.0,0.4,0.2,0.2508115907015145
10.0,0.4,0.3,0.26963103283701023
10.0,0.4,0.4,0.2772104524699407
10.0,0.4,0.5,0.2769058859232775
20.0,0.1,0.2,0.03415318934192803
20.0,0.1,0.3,0.049089561232469
20.0,0.1,0.4,0.06508298960989994
20.0,0.1,0.5,0.07623311835512958
20.0,0.2,0.2,0.20286276968163808
20.0,0.2,0.3,0.22175697768472813
20.0,0.2,0.4,0.23213976097246983
20.0,0.2,0.5,0.2375225117854968
20.0,0.3,0.2,0.686995350303819
20.0,0.3,0.3,0.7004741822896738
20.0,0.3,0.4,0.7076327469153658
20.0,0.3,0.5,0.7101270579701887
20.0,0.4,0.2,0.7736267960506956
20.0,0.4,0.3,0.7853485060827775
20.0,0.4,0.4,0.7911836024566646
20.0,0.4,0.5,0.7926102429912437
