alpha,r,threshold,ssim_prob,ssim_binary
5.0,0.1,0.2,0.003282046457122674
5.0,0.1,0.3,0.003282046457122674
5.0,0.1,0.4,0.011225185779352045
5.0,0.1,0.5,0.0332594747017753
5.0,0.2,0.2,0.003288441507824485
5.0,0.2,0.3,0.014802666306753278
5.0,0.2,0.4,0.04198226120531669
5.0,0.2,0.5,0.05533146379633814
5.0,0.3,0.2,0.01127186979389828
5.0,0.3,0.3,0.04713041484152702
5.0,0.3,0.4,0.06482098742994945
5.0,0.3,0.5,0.06841189036890616
5.0,0.4,0.2,0.04360686482162807
5.0,0.4,0.3,0.07195858742100339
5.0,0.4,0.4,0.07783425960008486
5.0,0.4,0.5,0.07656512890259015
10.0,0.1,0.2,0.00325450430876777
10.0,0.1,0.3,0.018671823226867237
10.0,0.1,0.4,0.03989744221423553
10.0,0.1,0.5,0.053165576880921724
10.0,0.2,0.2,0.03799696072237382
10.0,0.2,0.3,0.0656941189003249
10.0,0.2,0.4,0.07711192132754689
10.0,0.2,0.5,0.08013642688530398
10.0,0.3,0.2,0.08900598926662126
10.0,0.3,0.3,0.10441914035649869
10.0,0.3,0.4,0.10822315502932196
10.0,0.3,0.5,0.10665156252740433
10.0,0.4,0.2,0.1932896540196101
10.0,0.4,0.3,0.20023161374115733
10.0,0.4,0.4,0.19989882126526282
10.0,0.4,0.5,0.19714361154151608
20.0,0.1,0.2,0.03865273759668921
20.0,0.1,0.3,0.06467311533034002
20.0,0.1,0.4,0.07698296212343302
20.0,0.1,0.5,0.08141617690450988
20.0,0.2,0.2,0.16176308846408408
20.0,0.2,0.3,0.17498599703193587
20.0,0.2,0.4,0.17885530835700583
20.0,0.2,0.5,0.17802313542860304
20.0,0.3,0.2,0.6052357954915636
20.0,0.3,0.3,0.6137054386025053
20.0,0.3,0.4,0.6156529879740555
20.0,0.3,0.5,0.614624965715933
20.0,0.4,0.2,0.7644098201183953
20.0,0.4,0.3,0.7693260724589068
20.0,0.4,0.4,0.7698031256024234
20.0,0.4,0.5,0.768955108818168
